,location,continent,date,latitude,longitude,temperature_2m,surface_pressure,dewpoint_temperature_2m,v_wind_10m,u_wind_10m,evaporation,runoff,total_percipitation,snowfall,snow_depth,soil_temperature_level_1,soil_type
1424,"Bangkok, Thailand",Asia,2024-12-01,13.75,100.5,300.91132,101120.414,294.30444,-1.3008184,-1.0013008,-2.1393178e-05,0.0,3.5762787e-07,0.0,0.0,302.78076,4
1425,"Mumbai, India",Asia,2024-12-01,19.0,73.0,301.00897,100737.414,292.78296,-2.2226934,2.4611015,-9.9773286e-05,1.4424324e-05,1.1920929e-07,0.0,0.0,301.0288,2
1426,"Mexico City, Mexico",North America,2024-12-01,19.5,260.75,278.54413,75533.414,276.5935,0.027306557,0.7877617,-3.0803494e-07,4.172325e-06,1.21593475e-05,0.0,0.0,281.1577,3
1427,"Dubai, UAE",Asia,2024-12-01,25.25,55.25,298.70038,101342.414,286.42944,-2.6479864,1.9298515,-9.408104e-05,0.0,0.0,0.0,0.0,303.85107,7
1428,"Miami, FL",North America,2024-12-01,25.75,279.75,293.26288,101983.414,289.70093,-2.0268927,-1.6438789,-0.00014644372,1.680851e-05,8.85725e-05,0.0,0.0,295.18115,1
1429,"Cairo, Egypt",Africa,2024-12-01,30.0,31.25,294.47186,100729.414,280.2107,-0.83206844,1.3546562,-3.19283e-05,0.0,1.0728836e-06,0.0,0.0,295.3706,2
1430,"Los Angeles, CA",North America,2024-12-01,34.0,241.75,281.9621,100333.414,275.531,-0.61087704,-0.7796211,-2.438901e-06,1.3113022e-06,6.4373016e-06,0.0,0.0,282.16943,2
1431,"Tokyo, Japan",Asia,2024-12-01,35.75,139.75,279.35077,101491.414,273.98218,-2.4507208,1.0026054,-4.8692105e-05,8.106232e-06,2.3841858e-07,0.0,0.0,281.6538,3
1432,"Seoul, South Korea",Asia,2024-12-01,37.5,127.0,272.30975,101265.414,266.781,-1.105506,1.1046562,-5.3446274e-06,1.8715858e-05,9.298325e-06,5.6624413e-06,0.00067806244,274.7339,4
1433,"Beijing, China",Asia,2024-12-01,40.0,116.5,271.82538,102548.414,261.031,-0.64652157,1.1925468,-2.8412323e-06,4.7683716e-07,0.0,0.0,0.0,274.1128,2
1434,"New York City, NY",North America,2024-12-01,40.75,286.0,273.8781,102064.414,270.75952,-0.15238094,1.0245781,-2.4969457e-05,6.0796738e-06,0.000105023384,1.2740493e-05,0.0013198853,273.81982,3
1435,"Chicago, IL",North America,2024-12-01,42.0,272.25,272.341,99659.414,268.98218,0.18013859,1.656414,-3.0244468e-05,9.536743e-07,5.4955482e-05,9.87947e-06,0.001077652,273.9839,2
1436,"Paris, France",Europe,2024-12-01,48.75,2.25,279.77655,101139.414,277.66187,0.32613468,1.8107109,-7.341313e-05,1.0967255e-05,5.4359436e-05,0.0,0.0,279.48975,3
1437,"Vancouver, Canada",North America,2024-12-01,49.25,237.0,277.91522,98847.414,276.91382,-0.7500372,-1.6306953,-1.6043661e-05,0.00039339066,0.00041472912,1.937151e-07,0.00013923645,278.16943,2
1438,"London, United Kingdom",Europe,2024-12-01,51.5,0.0,281.05975,101499.414,278.8142,0.33687687,2.7941093,-5.723047e-05,9.417534e-06,5.173683e-05,0.0,0.0,280.5327,3
1439,"Moscow, Russia",Europe,2024-12-01,55.75,37.5,271.01874,99717.414,269.4607,1.0678339,1.5861015,-1.43151265e-05,5.2452087e-06,6.866455e-05,6.777048e-05,0.015291214,272.5503,2
1440,"Amundsen-Scott, Antarctica",Antarctica,2025-01-01,-90.0,0.0,247.26093,68857.58,243.89417,1.9570608,4.0255127,-1.8626451e-08,0.0,1.001358e-05,1.001358e-05,10.0,234.50552,1
1441,"McMurdo Station, Antarctica",Antarctica,2025-01-01,-77.75,166.75,267.84686,97351.58,263.9254,-0.4257517,-1.2957764,-1.1894852e-05,0.0,1.6093254e-06,1.5795231e-06,4.0214233,267.2184,0
1442,"Melbourne, Australia",Oceania,2025-01-01,-37.75,145.0,291.82538,100374.58,285.71643,2.8467093,0.052368164,-3.5677105e-05,1.1920929e-07,3.2782555e-06,0.0,0.0,294.0856,4
1443,"Buenos Aires, Argentina",South America,2025-01-01,-34.5,301.5,296.94647,101262.58,290.9254,-0.83297825,-1.8162842,-0.00020404533,5.9604645e-08,6.15716e-05,0.0,0.0,298.90396,0
1444,"Cape Town, South Africa",Africa,2025-01-01,-34.0,18.5,294.78827,100980.58,288.2672,3.889678,1.1900635,-0.00012722984,4.7683716e-07,1.1026859e-05,0.0,0.0,296.70084,1
1445,"Sydney, Australia",Oceania,2025-01-01,-33.75,151.25,294.93866,100882.58,291.5426,2.1489553,-1.7977295,-0.00011282042,4.7683716e-07,0.00017756224,0.0,0.0,295.7399,0
1446,"Perth, Australia",Oceania,2025-01-01,-32.0,115.75,297.48163,100805.58,290.46057,5.0986624,1.7110596,-0.000119585544,1.66893e-06,3.33786e-06,0.0,0.0,301.56216,1
1447,"Sao Paulo, Brazil",South America,2025-01-01,-23.5,313.25,296.72186,92474.58,291.99182,-1.6669626,0.3433838,-0.00024438277,2.3066998e-05,7.045269e-05,0.0,0.0,296.3649,4
1448,"Rio de Janeiro, Brazil",South America,2025-01-01,-23.0,316.75,300.8664,100895.58,295.33948,-0.79928684,-0.5115967,-0.00021115318,7.1525574e-07,7.3969364e-05,0.0,0.0,301.32193,3
1449,"Lima, Peru",South America,2025-01-01,-12.0,283.0,292.9875,96599.58,290.90588,1.3989553,-0.103881836,-1.5918165e-05,1.1324883e-06,1.8179417e-05,0.0,0.0,294.98013,4
1450,"Nairobi, Kenya",Africa,2025-01-01,-1.25,36.75,299.3781,82784.58,283.78674,-0.97409153,-3.1658936,-0.00016557053,6.854534e-06,0.00011956692,0.0,0.0,301.0485,2
1451,"Singapore, Singapore",Asia,2025-01-01,1.25,103.75,299.7375,100865.58,296.4508,-4.6879587,-1.2728271,-0.00017230585,0.0,0.0003684759,0.0,0.0,301.10318,0
1452,"Bogota, Colombia",South America,2025-01-01,4.75,286.0,282.675,73439.58,281.65002,0.47170925,-1.4608154,-9.43616e-06,1.8239021e-05,1.4841557e-05,0.0,0.0,283.35318,2
1453,"Lagos, Nigeria",Africa,2025-01-01,6.5,3.5,303.58905,100923.58,296.47815,1.6557913,0.6798096,-0.00024335459,1.5199184e-05,2.759695e-05,0.0,0.0,304.41177,1
1454,"Bangkok, Thailand",Asia,2025-01-01,13.75,100.5,299.6828,101176.58,292.33948,-0.4150095,-0.4852295,-1.842156e-05,0.0,0.0,0.0,0.0,301.71255,4
1455,"Mumbai, India",Asia,2025-01-01,19.0,73.0,301.4289,100738.58,292.05432,-2.2651072,2.9249268,-0.000112298876,8.165836e-06,0.0,0.0,0.0,301.4899,2
1456,"Mexico City, Mexico",North America,2025-01-01,19.5,260.75,279.2746,75451.58,277.4547,0.7104788,0.9649658,3.091991e-07,2.7418137e-06,8.761883e-06,0.0,0.0,281.2399,3
1457,"Dubai, UAE",Asia,2025-01-01,25.25,55.25,296.3625,101393.58,284.02893,-2.9325876,2.8677979,-9.036437e-05,0.0,9.775162e-06,0.0,0.0,301.23404,7
1458,"Miami, FL",North America,2025-01-01,25.75,279.75,290.52264,102003.58,287.51135,-2.0751657,0.34484863,-0.00012688711,1.0430813e-05,3.4987926e-05,0.0,0.0,292.9352,1
1459,"Cairo, Egypt",Africa,2025-01-01,30.0,31.25,294.46014,100827.58,280.4723,-2.3627634,-0.20300293,-4.9669296e-05,0.0,5.9604645e-07,0.0,0.0,295.34537,2
1460,"Los Angeles, CA",North America,2025-01-01,34.0,241.75,280.89764,100431.58,270.34143,-1.3046579,-1.0013428,-3.9823353e-06,1.1920929e-06,1.0550022e-05,0.0,0.0,281.77115,2
1461,"Tokyo, Japan",Asia,2025-01-01,35.75,139.75,278.32538,101733.58,272.38245,-2.000947,0.94836426,-3.484264e-05,8.940697e-06,0.00015848875,0.0,0.0,279.92545,3
1462,"Seoul, South Korea",Asia,2025-01-01,37.5,127.0,271.46014,101332.58,265.84534,-0.6308298,0.8741455,-2.3581088e-06,1.31726265e-05,1.1146069e-05,8.821487e-06,0.0010385513,273.77115,4
1463,"Beijing, China",Asia,2025-01-01,40.0,116.5,271.37616,102464.58,259.62268,-0.32272434,0.67492676,-1.821667e-06,3.5762787e-07,5.9604645e-08,8.940697e-08,0.0,273.24576,2
1464,"New York City, NY",North America,2025-01-01,40.75,286.0,270.01874,101339.58,264.84924,-0.24655247,2.8775635,-2.2042543e-05,5.066395e-06,1.8060207e-05,6.765127e-06,0.0023479462,272.25943,3
1465,"Chicago, IL",North America,2025-01-01,42.0,272.25,266.45428,99607.58,261.37463,-0.44040012,3.1934814,-3.4917146e-05,6.556511e-07,3.5881996e-05,2.515316e-05,0.0015888214,269.72037,2
1466,"Paris, France",Europe,2025-01-01,48.75,2.25,277.9289,100382.58,275.96643,1.5117483,0.7125244,-6.933883e-05,4.4345856e-05,0.00011897087,5.9604645e-08,3.8146973e-06,277.1735,3
1467,"Vancouver, Canada",North America,2025-01-01,49.25,237.0,274.52655,99976.58,273.61682,-0.89010715,-0.8216553,-1.0538846e-05,0.00017786026,0.00015866756,2.732873e-05,0.00020217896,275.57193,2
1468,"London, United Kingdom",Europe,2025-01-01,51.5,0.0,278.3156,100654.58,275.83167,1.7138968,1.9737549,-6.142631e-05,2.5510788e-05,0.00013583899,0.0,0.00030612946,277.54263,3
1469,"Moscow, Russia",Europe,2025-01-01,55.75,37.5,273.60272,99423.58,270.94495,2.0625296,1.8023682,-1.9554049e-05,6.4969063e-06,4.708767e-05,3.501773e-05,0.0039949417,273.25162,2
1470,"Amundsen-Scott, Antarctica",Antarctica,2025-02-01,-90.0,0.0,236.60976,68424.12,233.15599,2.0985155,3.2110395,6.512273e-07,0.0,1.347065e-05,1.3560057e-05,10.0,234.31258,1
1471,"McMurdo Station, Antarctica",Antarctica,2025-02-01,-77.75,166.75,261.8246,97203.12,257.5603,0.25916004,-1.7914019,-3.1043543e-05,0.0,1.4066696e-05,1.4066696e-05,4.0214233,266.65045,0
1472,"Melbourne, Australia",Oceania,2025-02-01,-37.75,145.0,292.02185,100461.12,286.65796,2.1395311,-0.1263628,-3.637816e-05,7.748604e-07,8.678436e-05,0.0,0.0,294.27155,4
1473,"Buenos Aires, Argentina",South America,2025-02-01,-34.5,301.5,296.8109,101170.12,292.36304,-0.9512892,-1.3866167,-0.00019027735,8.34465e-07,0.00017750263,0.0,0.0,298.32233,0
1474,"Cape Town, South Africa",Africa,2025-02-01,-34.0,18.5,294.66443,100989.12,287.69897,6.0501757,-0.12929249,-8.492614e-05,2.9802322e-07,1.1920929e-07,0.0,0.0,295.66412,1
1475,"Sydney, Australia",Oceania,2025-02-01,-33.75,151.25,295.5746,101035.12,291.88647,-0.23937511,-1.4539995,-8.9217676e-05,4.7683716e-07,9.1552734e-05,0.0,0.0,296.17194,0
1476,"Perth, Australia",Oceania,2025-02-01,-32.0,115.75,297.09802,100980.12,289.3142,4.9632616,1.3624067,-0.00012870575,1.2516975e-06,8.702278e-06,0.0,0.0,301.2032,1
1477,"Sao Paulo, Brazil",South America,2025-02-01,-23.5,313.25,298.31677,92720.12,292.6814,-2.0382032,-0.065327644,-0.00026347185,3.59416e-05,5.4359436e-05,0.0,0.0,297.5235,4
1478,"Rio de Janeiro, Brazil",South America,2025-02-01,-23.0,316.75,302.4828,101130.12,295.2068,-1.593379,-0.9515581,-0.00014801766,2.3841858e-07,3.5762787e-07,0.0,0.0,303.2735,3
1479,"Lima, Peru",South America,2025-02-01,-12.0,283.0,294.35583,96489.12,292.7693,0.88171864,0.003520012,-1.3191951e-05,3.5762787e-06,5.4240227e-05,0.0,0.0,296.11725,4
1480,"Nairobi, Kenya",Africa,2025-02-01,-1.25,36.75,300.9496,82778.12,281.3474,-1.2393751,-3.9315386,-0.0001870438,6.1392784e-06,3.8027763e-05,0.0,0.0,302.2989,2
1481,"Singapore, Singapore",Asia,2025-02-01,1.25,103.75,300.03552,100897.12,296.47632,-3.8214064,-2.3460894,-0.00013274397,0.0,9.262562e-05,0.0,0.0,300.75397,0
1482,"Bogota, Colombia",South America,2025-02-01,4.75,286.0,284.53943,73387.12,283.7224,0.543828,-1.2938433,-1.1105789e-05,1.5377998e-05,1.7642975e-05,0.0,0.0,285.04498,2
1483,"Lagos, Nigeria",Africa,2025-02-01,6.5,3.5,303.5824,100809.12,298.48218,2.1698046,1.7017622,-0.00026870216,9.357929e-06,0.00014519691,0.0,0.0,304.26764,1
1484,"Bangkok, Thailand",Asia,2025-02-01,13.75,100.5,302.37732,101056.12,295.88647,1.1395311,0.25498486,-2.9821647e-05,3.5762787e-07,3.886223e-05,0.0,0.0,304.16608,4
1485,"Mumbai, India",Asia,2025-02-01,19.0,73.0,302.99255,100761.12,291.8474,-2.5562696,3.5801802,-0.00015011872,5.066395e-06,0.0,0.0,0.0,302.83014,2
1486,"Mexico City, Mexico",North America,2025-02-01,19.5,260.75,280.7777,75420.12,278.40015,0.62341785,0.881938,-6.3027255e-07,1.847744e-06,6.4373016e-06,0.0,0.0,282.64264,3
1487,"Dubai, UAE",Asia,2025-02-01,25.25,55.25,297.48865,101135.12,285.8025,-2.8492384,3.343852,-7.243897e-05,0.0,1.1920929e-07,0.0,0.0,302.92975,7
1488,"Miami, FL",North America,2025-02-01,25.75,279.75,294.57654,101912.12,291.83374,0.14978504,-1.4891558,-8.05005e-05,7.212162e-06,1.3589859e-05,0.0,0.0,295.7188,1
1489,"Cairo, Egypt",Africa,2025-02-01,30.0,31.25,291.99255,100757.12,277.86108,-3.1431837,0.7769575,-6.5092696e-05,0.0,3.33786e-06,0.0,0.0,293.7032,2
1490,"Los Angeles, CA",North America,2025-02-01,34.0,241.75,283.33044,100104.12,280.77905,-0.20128918,-0.64882374,-4.9516093e-06,1.7881393e-06,0.000108361244,0.0,0.0,284.18756,2
1491,"Tokyo, Japan",Asia,2025-02-01,35.75,139.75,278.40662,101522.12,269.82983,-1.9923048,1.3648481,-5.7999743e-05,6.67572e-06,2.026558e-06,0.0,0.0,280.87506,3
1492,"Seoul, South Korea",Asia,2025-02-01,37.5,127.0,271.12146,101336.12,264.55444,-0.84484386,2.2652388,-3.6999118e-06,1.0848045e-05,2.3841858e-07,1.1920929e-07,0.00034713745,273.87506,4
1493,"Beijing, China",Asia,2025-02-01,40.0,116.5,272.93982,102397.12,256.94116,-0.40539074,0.92393017,-1.8372666e-06,2.3841858e-07,1.0728836e-06,1.0728836e-06,0.0,274.41998,2
1494,"New York City, NY",North America,2025-02-01,40.75,286.0,272.0277,101702.12,267.37866,-0.8980665,1.2525434,-1.2819422e-05,9.23872e-06,0.00014173985,4.3839216e-05,0.0025510788,273.9864,3
1495,"Chicago, IL",North America,2025-02-01,42.0,272.25,268.2992,99753.12,264.23804,-0.67833996,1.5513716,-2.4054898e-05,8.34465e-07,2.9683113e-05,1.8805265e-05,0.0031261444,270.57233,2
1496,"Paris, France",Europe,2025-02-01,48.75,2.25,279.94177,100966.12,276.60913,0.7049608,-0.5189409,-0.00010671164,7.18832e-05,0.00016891956,2.9802322e-08,0.0,278.76178,3
1497,"Vancouver, Canada",North America,2025-02-01,49.25,237.0,273.50818,98944.12,271.57788,-0.9761915,-1.8456011,-1.882459e-05,0.00012385845,0.00027680397,2.0980835e-05,0.0111169815,276.49225,2
1498,"London, United Kingdom",Europe,2025-02-01,51.5,0.0,279.85388,101483.12,276.61304,1.2889452,-0.73915577,-0.000100512756,2.2351742e-05,0.000111579895,0.0,0.0,278.5196,3
1499,"Moscow, Russia",Europe,2025-02-01,55.75,37.5,270.54724,100809.12,263.73413,-0.19884777,0.67393017,-3.0536903e-05,7.6293945e-06,1.8000603e-05,1.5228987e-05,0.0036754608,270.9024,2
1500,"Amundsen-Scott, Antarctica",Antarctica,2025-03-01,-90.0,0.0,225.19695,67876.82,221.56529,0.6248636,4.1308517,5.750917e-07,0.0,1.2874603e-05,1.2904406e-05,10.0,231.07803,1
1501,"McMurdo Station, Antarctica",Antarctica,2025-03-01,-77.75,166.75,253.69695,96791.82,249.69029,0.0076761246,-1.7876053,-2.563605e-05,0.0,3.5881996e-05,3.6001205e-05,4.0214233,258.47452,0
1502,"Melbourne, Australia",Oceania,2025-03-01,-37.75,145.0,291.0114,100930.82,286.3192,2.182969,0.11620331,-3.1879637e-05,2.9802322e-07,3.7789345e-05,0.0,0.0,292.92178,4
1503,"Buenos Aires, Argentina",South America,2025-03-01,-34.5,301.5,294.24384,101577.82,290.91492,-0.52699184,-1.0986404,-0.00016374001,3.5107136e-05,0.00036358833,0.0,0.0,295.955,0
1504,"Cape Town, South Africa",Africa,2025-03-01,-34.0,18.5,294.17938,101077.82,288.66296,2.6702738,0.45116425,-7.5361226e-05,2.9802322e-07,1.41859055e-05,0.0,0.0,293.96475,1
1505,"Sydney, Australia",Oceania,2025-03-01,-33.75,151.25,295.59735,101365.82,291.76843,0.646348,-1.3222733,-0.000120139215,1.7881393e-07,8.761883e-05,0.0,0.0,296.23038,0
1506,"Perth, Australia",Oceania,2025-03-01,-32.0,115.75,296.79462,101127.82,289.41296,4.3416605,0.10887909,-9.839842e-05,1.4305115e-06,0.000116467476,0.0,0.0,299.38077,1
1507,"Sao Paulo, Brazil",South America,2025-03-01,-23.5,313.25,296.40985,92857.82,291.54773,-0.45960903,-1.293953,-0.0001853616,1.3053417e-05,2.515316e-05,0.0,0.0,296.2714,4
1508,"Rio de Janeiro, Brazil",South America,2025-03-01,-23.0,316.75,300.30243,101353.82,294.97742,-0.57337856,-0.44043732,-0.00010900805,5.364418e-07,8.273125e-05,0.0,0.0,301.74405,3
1509,"Lima, Peru",South America,2025-03-01,-12.0,283.0,293.8532,96550.82,291.77625,1.1863871,-0.37110138,-1.4802907e-05,1.5497208e-06,1.7762184e-05,0.0,0.0,295.3632,4
1510,"Nairobi, Kenya",Africa,2025-03-01,-1.25,36.75,300.3415,82779.82,284.42273,-0.76673794,-3.6230545,-0.00016944716,3.8146973e-06,6.210804e-05,0.0,0.0,301.68546,2
1511,"Singapore, Singapore",Asia,2025-03-01,1.25,103.75,300.61298,100781.82,297.18445,-3.718398,-1.6337967,-0.00014541158,0.0,0.00024604797,0.0,0.0,301.86514,0
1512,"Bogota, Colombia",South America,2025-03-01,4.75,286.0,284.17938,73451.82,283.5653,0.36460972,-1.2138748,-1.7440412e-05,5.3346157e-05,0.0001385212,0.0,0.0,284.80264,2
1513,"Lagos, Nigeria",Africa,2025-03-01,6.5,3.5,303.71063,100860.82,299.14148,2.917344,2.780754,-0.0003187121,5.90086e-06,0.00010049343,0.0,0.0,304.1757,1
1514,"Bangkok, Thailand",Asia,2025-03-01,13.75,100.5,303.60907,100888.82,296.7196,2.2962503,-0.24707794,-3.8942788e-05,5.9604645e-08,8.46386e-06,0.0,0.0,306.19913,4
1515,"Mumbai, India",Asia,2025-03-01,19.0,73.0,304.44305,100544.82,293.8192,-2.0694723,4.119133,-0.00018896768,3.2186508e-06,0.0,0.0,0.0,305.03116,2
1516,"Mexico City, Mexico",North America,2025-03-01,19.5,260.75,281.029,75365.82,276.96765,0.6981058,1.0141525,-3.731344e-06,1.0728836e-06,2.1457672e-06,0.0,0.0,283.28897,3
1517,"Dubai, UAE",Asia,2025-03-01,25.25,55.25,300.5739,100986.82,286.6942,-3.8722067,2.4770432,-5.692849e-05,0.0,0.0,0.0,0.0,306.6503,7
1518,"Miami, FL",North America,2025-03-01,25.75,279.75,293.0954,101703.82,289.44617,-0.5230856,-0.42676544,-0.00012465427,4.7683716e-06,5.4121017e-05,0.0,0.0,294.93936,1
1519,"Cairo, Egypt",Africa,2025-03-01,30.0,31.25,298.6286,100390.82,279.92273,-2.5206442,0.2651291,-0.00010377774,0.0,1.3113022e-06,0.0,0.0,300.19717,2
1520,"Los Angeles, CA",North America,2025-03-01,34.0,241.75,283.26337,100071.82,280.36414,-0.08656216,-0.13819122,-8.395407e-06,2.0861626e-06,0.00013911724,0.0,0.0,284.67764,2
1521,"Tokyo, Japan",Asia,2025-03-01,35.75,139.75,282.8747,101664.82,278.07507,-1.1397848,0.541008,-3.7735794e-05,6.67572e-06,0.00019574165,4.6789646e-05,7.343292e-05,284.63467,3
1522,"Seoul, South Korea",Asia,2025-03-01,37.5,127.0,279.82977,100793.82,272.86804,-0.21400356,0.978508,-9.84082e-06,1.0669231e-05,0.00011909008,1.04010105e-05,0.00034427643,281.07413,4
1523,"Beijing, China",Asia,2025-03-01,40.0,116.5,283.10907,101620.82,267.9618,0.6600199,0.56835175,-5.787704e-06,2.3841858e-07,8.940697e-06,7.927418e-06,3.8146973e-05,283.68936,2
1524,"New York City, NY",North America,2025-03-01,40.75,286.0,278.0329,101188.82,273.0907,0.26500034,1.1870041,-3.988156e-05,8.404255e-06,6.425381e-05,0.0,0.0,277.8788,3
1525,"Chicago, IL",North America,2025-03-01,42.0,272.25,276.11493,98711.82,272.15906,0.81919956,1.200676,-1.47135e-05,1.1324883e-06,4.529953e-05,1.642108e-05,0.00043964386,276.04874,2
1526,"Paris, France",Europe,2025-03-01,48.75,2.25,285.3747,100364.82,278.04187,-0.6871481,-1.0918045,-0.00020747492,4.541874e-05,1.8000603e-05,0.0,0.0,283.54483,3
1527,"Vancouver, Canada",North America,2025-03-01,49.25,237.0,278.15985,98454.82,276.87195,-0.0040426254,-1.1162186,-1.1077616e-05,0.00032055378,0.00044083595,7.987022e-06,0.0006685257,278.83975,2
1528,"London, United Kingdom",Europe,2025-03-01,51.5,0.0,284.54852,101063.82,277.28406,-0.46351528,-0.61866,-0.0001891614,2.4497509e-05,2.9444695e-05,0.0,0.0,282.92178,3
1529,"Moscow, Russia",Europe,2025-03-01,55.75,37.5,280.1989,99517.82,271.3993,1.2357035,1.3759689,-0.00010106573,9.536743e-06,4.6372414e-05,5.00679e-06,0.0011472702,277.0878,2
1530,"Amundsen-Scott, Antarctica",Antarctica,2025-04-01,-90.0,0.0,224.60237,67832.836,220.75209,1.6795664,3.8011894,5.555339e-07,0.0,2.169609e-05,2.1666288e-05,10.0,228.77455,1
1531,"McMurdo Station, Antarctica",Antarctica,2025-04-01,-77.75,166.75,250.31331,96394.836,245.86732,-1.116332,-1.5977364,-9.085517e-06,0.0,3.182888e-05,3.1858683e-05,4.0214233,251.1808,0
1532,"Melbourne, Australia",Oceania,2025-04-01,-37.75,145.0,288.59064,100924.836,284.14465,0.27380466,0.009197235,-2.0171981e-05,1.1920929e-07,1.3947487e-05,0.0,0.0,289.83508,4
1533,"Buenos Aires, Argentina",South America,2025-04-01,-34.5,301.5,288.85236,101822.836,285.672,0.3690195,-0.5215645,-0.00011302112,5.9604645e-08,2.0861626e-05,0.0,0.0,290.7589,0
1534,"Cape Town, South Africa",Africa,2025-04-01,-34.0,18.5,292.88165,101256.836,286.9005,3.1073008,-0.557209,-7.748185e-05,1.7881393e-07,3.027916e-05,0.0,0.0,291.79797,1
1535,"Sydney, Australia",Oceania,2025-04-01,-33.75,151.25,293.0633,101377.836,288.57434,1.305543,-0.57674026,-0.00017390726,1.7881393e-07,7.724762e-05,0.0,0.0,294.72766,0
1536,"Perth, Australia",Oceania,2025-04-01,-32.0,115.75,293.84845,101542.836,287.01184,3.2791758,-1.7862129,-0.00011269329,1.0728836e-06,7.1525574e-07,0.0,0.0,295.839,1
1537,"Sao Paulo, Brazil",South America,2025-04-01,-23.5,313.25,293.24493,92786.836,290.18958,-0.005003929,-1.1675606,-0.00015745638,2.5749207e-05,0.00015056133,0.0,0.0,293.27454,4
1538,"Rio de Janeiro, Brazil",South America,2025-04-01,-23.0,316.75,298.06525,101300.836,294.0802,-0.13049221,-0.18855667,-0.00016615866,1.9073486e-06,0.00018811226,0.0,0.0,298.88782,3
1539,"Lima, Peru",South America,2025-04-01,-12.0,283.0,292.01056,96580.836,289.3341,1.5902109,-0.23640823,-1.7549377e-05,1.7881393e-06,2.6464462e-05,0.0,0.0,293.65735,4
1540,"Nairobi, Kenya",Africa,2025-04-01,-1.25,36.75,298.42853,82823.836,286.9513,0.45983982,-2.657795,-0.0002810019,8.34465e-06,0.00017011166,0.0,0.0,299.04797,2
1541,"Singapore, Singapore",Asia,2025-04-01,1.25,103.75,300.86407,100804.836,297.297,-1.1939688,-0.8213692,-0.00012157438,0.0,0.00027179718,0.0,0.0,302.67102,0
1542,"Bogota, Colombia",South America,2025-04-01,4.75,286.0,284.15118,73469.836,283.56067,0.392457,-1.2818184,-2.6043039e-05,7.903576e-05,0.00028252602,0.0,0.0,284.8097,2
1543,"Lagos, Nigeria",Africa,2025-04-01,6.5,3.5,303.32697,100866.836,298.8673,3.137086,1.7958183,-0.00034313975,4.887581e-06,0.00028669834,0.0,0.0,303.86047,1
1544,"Bangkok, Thailand",Asia,2025-04-01,13.75,100.5,304.11993,100821.836,298.13293,2.7928476,0.2787285,-5.289493e-05,8.940697e-07,9.1671944e-05,0.0,0.0,306.8175,4
1545,"Mumbai, India",Asia,2025-04-01,19.0,73.0,304.87775,100362.836,297.03333,-0.7784414,4.3671074,-0.000175755,2.1457672e-06,0.0,0.0,0.0,306.58704,2
1546,"Mexico City, Mexico",North America,2025-04-01,19.5,260.75,281.86603,75344.836,275.66028,0.55847263,1.0404472,-1.5455298e-06,6.556511e-07,1.1920929e-07,0.0,0.0,284.0343,3
1547,"Dubai, UAE",Asia,2025-04-01,25.25,55.25,305.41095,100465.836,288.81067,-3.2935781,4.53117,-5.4385047e-05,0.0,0.0,0.0,0.0,312.24524,7
1548,"Miami, FL",North America,2025-04-01,25.75,279.75,296.33868,101864.836,291.7755,0.18737888,-2.564045,-0.00014060317,3.0398369e-06,5.8054924e-05,0.0,0.0,297.52258,1
1549,"Cairo, Egypt",Africa,2025-04-01,30.0,31.25,300.87775,100092.836,281.21497,-2.367797,1.45158,-0.00011162041,0.0,2.6226044e-06,0.0,0.0,303.89172,2
1550,"Los Angeles, CA",North America,2025-04-01,34.0,241.75,284.87775,99989.836,281.24036,0.22497654,-0.17781448,-3.5422854e-06,1.013279e-06,5.841255e-06,0.0,0.0,286.45227,2
1551,"Tokyo, Japan",Asia,2025-04-01,35.75,139.75,287.73712,101234.836,283.44348,0.6551523,-0.14314651,-2.7637463e-05,1.9431114e-05,0.00018155575,0.0,0.0,288.74524,3
1552,"Seoul, South Korea",Asia,2025-04-01,37.5,127.0,284.86993,100090.836,278.75793,0.45935154,1.3241386,-1.284061e-05,7.3313713e-06,6.771088e-05,0.0,0.0,286.58508,4
1553,"Beijing, China",Asia,2025-04-01,40.0,116.5,291.01642,100650.836,273.19153,0.1610117,0.58390427,-7.491093e-06,3.5762787e-07,1.41859055e-05,0.0,0.0,291.79407,2
1554,"New York City, NY",North America,2025-04-01,40.75,286.0,283.0965,101606.836,277.55286,-0.9766836,1.149334,-9.010313e-05,1.3232231e-05,8.070469e-05,7.4505806e-07,1.8119812e-05,282.85657,3
1555,"Chicago, IL",North America,2025-04-01,42.0,272.25,279.78986,99402.836,275.77942,0.46179295,0.427166,-2.3167115e-05,8.46386e-06,0.00013041496,1.4901161e-08,0.0,279.39563,2
1556,"Paris, France",Europe,2025-04-01,48.75,2.25,290.54376,100351.836,280.2384,-0.120726585,-1.4864082,-0.00031004427,2.9921532e-05,2.4557114e-05,0.0,0.0,288.51282,3
1557,"Vancouver, Canada",North America,2025-04-01,49.25,237.0,278.89728,99248.836,276.70325,-0.3077383,-0.42781448,-8.534174e-06,0.00020629168,0.00010406971,0.0,0.00011634827,279.89758,2
1558,"London, United Kingdom",Europe,2025-04-01,51.5,0.0,288.30743,101091.836,279.1466,0.21276951,-2.0264473,-0.00026315032,1.9907951e-05,1.6212463e-05,0.0,0.0,287.06946,3
