,location,continent,date,latitude,longitude,temperature_2m,surface_pressure,dewpoint_temperature_2m,v_wind_10m,u_wind_10m,evaporation,runoff,total_percipitation,snowfall,snow_depth,soil_temperature_level_1,soil_type
1089,"Lima, Peru",South America,2024-01-01,-12.0,283.0,294.54614,96548.53,292.56506,1.7514286,-0.17973709,-1.552538e-05,1.0728836e-06,2.3126602e-05,0.0,0.0,296.9537,4
1090,"Nairobi, Kenya",Africa,2024-01-01,-1.25,36.75,298.7649,82886.53,287.19592,-0.3706417,-1.877491,-0.0002569689,5.0783157e-05,0.00021779537,0.0,0.0,299.7408,2
1091,"Singapore, Singapore",Asia,2024-01-01,1.25,103.75,299.98364,101012.53,297.1842,-4.068884,-1.4429207,-0.00012919144,0.0,0.0003373623,0.0,0.0,301.30136,0
1092,"Bogota, Colombia",South America,2024-01-01,4.75,286.0,282.71216,73515.53,281.8932,0.55269814,-1.5259285,-8.372823e-06,6.556511e-06,2.026558e-05,0.0,0.0,283.4244,2
1093,"Lagos, Nigeria",Africa,2024-01-01,6.5,3.5,303.7981,101049.53,296.06897,1.0966434,-0.0830574,-0.00027270452,2.2172928e-05,1.6331673e-05,0.0,0.0,304.6412,1
1094,"Bangkok, Thailand",Asia,2024-01-01,13.75,100.5,302.5735,101215.53,295.52795,0.014123917,0.19184494,-2.2499124e-05,1.1920929e-07,6.3180923e-06,0.0,0.0,304.5533,4
1095,"Mumbai, India",Asia,2024-01-01,19.0,73.0,301.17114,100867.53,291.21545,-2.3848019,2.9516106,-0.000130011,6.4373016e-06,2.3841858e-07,0.0,0.0,301.42245,2
1096,"Mexico City, Mexico",North America,2024-01-01,19.5,260.75,279.22388,75365.53,276.00452,0.8769169,1.0834465,-1.6822014e-06,1.3113022e-06,5.9604645e-07,0.0,0.0,280.89706,3
1097,"Dubai, UAE",Asia,2024-01-01,25.25,55.25,298.13403,101301.53,286.67834,-1.8096066,4.011181,-7.925765e-05,0.0,0.0,0.0,0.0,303.40292,7
1098,"Miami, FL",North America,2024-01-01,25.75,279.75,293.4641,101848.53,290.35608,0.022424698,-1.0977058,-0.00012025074,3.3140182e-05,1.1444092e-05,0.0,0.0,294.90097,1
1099,"Cairo, Egypt",Africa,2024-01-01,30.0,31.25,293.8899,100726.53,279.4225,-0.23587608,2.8285637,-3.7698308e-05,0.0,5.6028366e-06,0.0,0.0,294.94785,2
1100,"Los Angeles, CA",North America,2024-01-01,34.0,241.75,282.09106,100160.53,278.89124,-0.85648155,-0.7842293,-5.243579e-06,1.0728836e-06,7.4744225e-05,0.0,0.0,282.99863,2
1101,"Tokyo, Japan",Asia,2024-01-01,35.75,139.75,279.2063,101796.53,273.72717,-2.162634,0.95161057,-3.8398663e-05,4.529953e-06,4.87566e-05,0.0,1.2397766e-05,281.12558,3
1102,"Seoul, South Korea",Asia,2024-01-01,37.5,127.0,271.93286,101462.53,267.33264,-0.6133175,1.0326653,-4.2750034e-06,2.2172928e-05,4.1365623e-05,2.554059e-05,0.0006313324,274.1627,4
1103,"Beijing, China",Asia,2024-01-01,40.0,116.5,270.1145,102630.53,261.42053,-0.25736046,0.7450676,-4.156027e-07,1.1920929e-07,3.5762787e-07,2.9802322e-07,0.00011444092,271.71347,2
1104,"New York City, NY",North America,2024-01-01,40.75,286.0,274.18872,101531.53,270.7096,-0.5141964,0.9603996,-2.2216002e-05,8.8095665e-05,0.00013911724,2.759695e-05,0.0019874573,274.66464,3
1105,"Chicago, IL",North America,2024-01-01,42.0,272.25,269.2102,99399.53,266.9674,-0.3476925,1.7865715,-3.103749e-05,1.1920929e-06,0.00014019012,8.59797e-05,0.0056962967,272.2252,2
1106,"Paris, France",Europe,2024-01-01,48.75,2.25,279.0813,100736.53,275.91272,0.6083622,1.4765129,-6.787316e-05,2.4199486e-05,8.845329e-05,2.3245811e-06,0.00015258789,277.49863,3
1107,"Vancouver, Canada",North America,2024-01-01,49.25,237.0,275.761,98584.53,274.1588,-0.9404659,-1.5776863,-1.923577e-05,0.00043165684,0.00039982796,4.5329332e-05,0.002822876,276.6334,2
1108,"London, United Kingdom",Europe,2024-01-01,51.5,0.0,279.62622,101103.53,275.75452,0.632288,1.813427,-6.905035e-05,4.029274e-05,8.9883804e-05,7.1525574e-07,0.0,278.4244,3
1109,"Moscow, Russia",Europe,2024-01-01,55.75,37.5,263.6399,99463.53,260.901,0.5688114,0.78803635,-1.1695782e-05,9.059906e-06,2.360344e-05,2.3692846e-05,0.05194664,272.26035,2
1110,"Amundsen-Scott, Antarctica",Antarctica,2024-02-01,-90.0,0.0,233.84746,68079.15,230.32065,-0.017255783,2.4620085,3.8277358e-07,0.0,7.2717667e-06,7.3313713e-06,10.0,232.80972,1
1111,"McMurdo Station, Antarctica",Antarctica,2024-02-01,-77.75,166.75,260.34943,97159.15,255.39096,0.3455372,-1.9984407,-3.815163e-05,0.0,1.8835068e-05,1.8924475e-05,4.0214233,266.5226,0
1112,"Melbourne, Australia",Oceania,2024-02-01,-37.75,145.0,290.99396,100661.15,285.77573,2.5584278,0.6363249,-3.3621676e-05,2.3841858e-07,9.536743e-07,0.0,0.0,292.9738,4
1113,"Buenos Aires, Argentina",South America,2024-02-01,-34.5,301.5,297.31818,101405.15,292.92807,-0.9640331,-1.7508821,-0.00021015573,2.9206276e-05,0.00049233437,0.0,0.0,299.1027,0
1114,"Cape Town, South Africa",Africa,2024-02-01,-34.0,18.5,295.84357,101149.15,287.6312,3.4427052,1.1441374,-9.066332e-05,0.0,4.2915344e-06,0.0,0.0,296.70816,1
1115,"Sydney, Australia",Oceania,2024-02-01,-33.75,151.25,295.96857,101206.15,292.8187,1.0735645,-1.6454134,-0.00010972191,3.5762787e-07,0.00010561943,0.0,0.0,296.64566,0
1116,"Perth, Australia",Oceania,2024-02-01,-32.0,115.75,299.076,101072.15,288.0394,5.013994,0.32919598,-0.00010769535,7.1525574e-07,0.0,0.0,0.0,302.8273,1
1117,"Sao Paulo, Brazil",South America,2024-02-01,-23.5,313.25,296.99786,92751.15,292.64877,-1.2413769,0.08407879,-0.00023431052,2.4914742e-05,4.553795e-05,0.0,0.0,296.71793,4
1118,"Rio de Janeiro, Brazil",South America,2024-02-01,-23.0,316.75,301.41193,101145.15,296.3929,-0.75993156,-0.25918293,-0.00020856131,5.9604645e-07,2.9206276e-05,0.0,0.0,301.8273,3
1119,"Lima, Peru",South America,2024-02-01,-12.0,283.0,295.4627,96513.15,293.5062,1.3518848,-0.30508137,-1.5740283e-05,1.1920929e-06,1.7642975e-05,0.0,0.0,297.69254,4
1120,"Nairobi, Kenya",Africa,2024-02-01,-1.25,36.75,300.58185,82889.15,285.03354,-1.2457714,-3.7118196,-0.00019892026,1.859665e-05,0.00018548965,0.0,0.0,302.29605,2
1121,"Singapore, Singapore",Asia,2024-02-01,1.25,103.75,300.96466,101021.15,297.26596,-4.422041,-2.465726,-0.00015481282,0.0,3.33786e-05,0.0,0.0,301.87808,0
1122,"Bogota, Colombia",South America,2024-02-01,4.75,286.0,283.81232,73499.15,283.2308,0.40364265,-1.245511,-9.5414e-06,7.867813e-06,2.9444695e-05,0.0,0.0,284.96793,2
1123,"Lagos, Nigeria",Africa,2024-02-01,6.5,3.5,304.00372,100925.15,296.47104,1.7107716,0.5503874,-0.00025372673,1.21593475e-05,2.9563904e-05,0.0,0.0,304.83707,1
1124,"Bangkok, Thailand",Asia,2024-02-01,13.75,100.5,303.22638,101154.15,297.77377,2.637041,0.41757488,-3.1788833e-05,1.1920929e-07,4.7683716e-07,0.0,0.0,305.8273,4
1125,"Mumbai, India",Asia,2024-02-01,19.0,73.0,302.242,100881.15,291.8597,-2.621748,3.3707,-0.00014621485,4.053116e-06,0.0,0.0,0.0,302.15738,2
1126,"Mexico City, Mexico",North America,2024-02-01,19.5,260.75,279.50763,75367.15,274.598,0.5203419,1.056735,-1.9269064e-06,6.4373016e-06,0.0001103878,0.0,0.0,281.0695,3
1127,"Dubai, UAE",Asia,2024-02-01,25.25,55.25,296.99005,101223.15,286.74838,-2.0250683,3.6465788,-0.00012684334,3.5762787e-07,0.0001322031,0.0,0.0,301.63394,7
1128,"Miami, FL",North America,2024-02-01,25.75,279.75,291.34552,101655.15,287.4398,-0.97624016,0.1358366,-0.00012740958,2.3722649e-05,1.7523766e-05,0.0,0.0,293.13785,1
1129,"Cairo, Egypt",Africa,2024-02-01,30.0,31.25,294.71075,100685.15,278.67612,-0.9830761,1.4898405,-2.9508956e-05,0.0,3.0994415e-06,0.0,0.0,296.3312,2
1130,"Los Angeles, CA",North America,2024-02-01,34.0,241.75,282.9881,100029.15,281.14877,-0.07340813,-0.9530306,-8.110888e-06,2.9683113e-05,0.000415802,0.0,0.0,284.02847,2
1131,"Tokyo, Japan",Asia,2024-02-01,35.75,139.75,280.73224,102167.15,276.02377,-1.1822948,0.72616863,-3.587175e-05,4.7683716e-06,0.0002681017,8.162856e-05,0.00085544586,282.29996,3
1132,"Seoul, South Korea",Asia,2024-02-01,37.5,127.0,276.07013,101380.15,272.59995,-0.35856438,-0.32119465,-9.5414e-06,2.0623207e-05,8.606911e-05,4.172325e-05,0.000749588,277.17886,4
1133,"Beijing, China",Asia,2024-02-01,40.0,116.5,273.10333,102548.15,263.22104,-0.021650314,0.39706707,-3.2978132e-06,1.1920929e-07,4.6491623e-06,4.6789646e-06,9.441376e-05,273.69058,2
1134,"New York City, NY",North America,2024-02-01,40.75,286.0,273.83575,101413.15,270.1644,-0.76286125,0.7613249,-2.2982247e-05,7.70092e-05,0.00011622906,0.00010070205,0.0023117065,274.41714,3
1135,"Chicago, IL",North America,2024-02-01,42.0,272.25,273.3299,99174.15,269.98862,-0.07975578,1.2549772,-1.454819e-05,1.0728836e-06,4.1484833e-05,4.3809414e-06,0.0003681183,274.11636,2
1136,"Paris, France",Europe,2024-02-01,48.75,2.25,283.42365,100136.15,280.67026,2.5662403,2.4654264,-0.000100468285,8.583069e-06,0.00015449524,0.0,0.0,282.34488,3
1137,"Vancouver, Canada",North America,2024-02-01,49.25,237.0,277.23224,98565.15,274.42416,-0.86930656,-0.79287434,-1.2611039e-05,0.00021016598,0.00028824806,4.1782856e-05,0.0013141632,277.77457,2
1138,"London, United Kingdom",Europe,2024-02-01,51.5,0.0,283.1795,100277.15,280.34018,2.326006,2.610446,-9.240676e-05,2.7537346e-05,0.00010919571,0.0,0.0,282.05777,3
1139,"Moscow, Russia",Europe,2024-02-01,55.75,37.5,270.06232,99541.15,266.42612,2.0804005,0.012301445,-2.8123148e-05,1.0371208e-05,7.724762e-05,6.303191e-05,0.11923981,272.507,2
1140,"Amundsen-Scott, Antarctica",Antarctica,2024-03-01,-90.0,0.0,225.3027,68031.92,221.62833,-0.2842703,3.9918633,5.199108e-07,0.0,1.1920929e-05,1.1950731e-05,10.0,230.16411,1
1141,"McMurdo Station, Antarctica",Antarctica,2024-03-01,-77.75,166.75,254.91208,96890.92,250.11661,-0.346282,-1.5584297,-1.9745668e-05,0.0,1.335144e-05,1.3411045e-05,4.0214233,257.752,0
1142,"Melbourne, Australia",Oceania,2024-03-01,-37.75,145.0,289.88864,101043.92,284.6049,1.544343,0.1622734,-2.5765738e-05,2.3841858e-07,7.1525574e-07,0.0,0.0,291.80865,4
1143,"Buenos Aires, Argentina",South America,2024-03-01,-34.5,301.5,294.18356,101379.92,290.4467,-1.4112234,-1.7137032,-0.0001703815,6.914139e-05,0.00067687035,0.0,0.0,295.84967,0
1144,"Cape Town, South Africa",Africa,2024-03-01,-34.0,18.5,294.3027,101121.92,287.82755,3.943757,0.3522148,-5.084439e-05,0.0,9.775162e-06,0.0,0.0,294.43756,1
1145,"Sydney, Australia",Oceania,2024-03-01,-33.75,151.25,294.72458,101595.92,291.13028,-0.45956326,-1.918293,-0.000113518676,2.3841858e-07,6.580353e-05,0.0,0.0,295.586,0
1146,"Perth, Australia",Oceania,2024-03-01,-32.0,115.75,297.09567,101365.92,287.40958,3.754304,-1.9012032,-9.474321e-05,4.7683716e-07,1.1920929e-07,0.0,0.0,299.98444,1
1147,"Sao Paulo, Brazil",South America,2024-03-01,-23.5,313.25,296.22653,92732.92,292.6459,-0.82675076,-0.4285469,-0.00020645722,3.838539e-05,0.00010597706,0.0,0.0,296.17584,4
1148,"Rio de Janeiro, Brazil",South America,2024-03-01,-23.0,316.75,300.39645,101152.92,296.16153,-0.12167263,-0.44514847,-0.00016412302,1.3113022e-06,0.00013041496,0.0,0.0,301.086,3
1149,"Lima, Peru",South America,2024-03-01,-12.0,283.0,294.5566,96516.92,292.6713,1.3324289,-0.18733597,-1.5126308e-05,1.4305115e-06,1.5377998e-05,0.0,0.0,296.50006,4
1150,"Nairobi, Kenya",Africa,2024-03-01,-1.25,36.75,300.63864,82885.92,285.37833,-1.0733328,-4.239582,-0.00023102923,7.390976e-06,5.030632e-05,0.0,0.0,301.93365,2
1151,"Singapore, Singapore",Asia,2024-03-01,1.25,103.75,301.541,100908.92,297.66348,-2.7998953,-2.8543282,-0.00014579459,0.0,4.2319298e-05,0.0,0.0,302.3614,0
1152,"Bogota, Colombia",South America,2024-03-01,4.75,286.0,284.4023,73504.92,283.58536,0.40567112,-1.2239571,-1.2801727e-05,8.34465e-06,1.2874603e-05,0.0,0.0,285.71686,2
1153,"Lagos, Nigeria",Africa,2024-03-01,6.5,3.5,304.12888,100844.92,299.14395,2.771882,1.8624687,-0.00030300184,7.867813e-06,0.00011372566,0.0,0.0,304.89655,1
1154,"Bangkok, Thailand",Asia,2024-03-01,13.75,100.5,304.00388,100958.92,298.28848,3.4657297,-0.005695343,-4.2142114e-05,4.7683716e-07,4.4465065e-05,0.0,0.0,306.72858,4
1155,"Mumbai, India",Asia,2024-03-01,19.0,73.0,303.01755,100703.92,293.2455,-2.5474539,3.9122734,-0.00017628237,2.7418137e-06,0.0,0.0,0.0,303.70514,2
1156,"Mexico City, Mexico",North America,2024-03-01,19.5,260.75,281.0898,75304.92,273.82755,1.0619211,1.1178398,-1.7599668e-06,7.1525574e-07,0.0,0.0,0.0,282.96295,3
1157,"Dubai, UAE",Asia,2024-03-01,25.25,55.25,299.21286,101054.92,289.2631,-2.4532156,2.328289,-0.00015330478,2.3841858e-07,3.20673e-05,0.0,0.0,302.85162,7
1158,"Miami, FL",North America,2024-03-01,25.75,279.75,295.40036,101573.92,291.86465,1.1429758,-1.4846992,-0.00010946556,1.4781952e-05,4.4822693e-05,0.0,0.0,296.21686,1
1159,"Cairo, Egypt",Africa,2024-03-01,30.0,31.25,298.0234,100374.92,279.89395,-1.670989,1.5094414,-6.945594e-05,0.0,4.7683716e-07,0.0,0.0,300.502,2
1160,"Los Angeles, CA",North America,2024-03-01,34.0,241.75,283.19333,99925.92,281.03458,-0.14266872,-0.64094925,-3.428897e-06,3.9339066e-06,0.00015795231,0.0,0.0,284.45123,2
1161,"Tokyo, Japan",Asia,2024-03-01,35.75,139.75,282.08786,101473.92,276.43887,-1.7710867,0.6857109,-4.3915352e-05,4.7683716e-06,0.00014996529,0.0,4.7683716e-06,283.5274,3
1162,"Seoul, South Korea",Asia,2024-03-01,37.5,127.0,279.3906,100760.92,273.18692,-0.12850857,1.3834648,-1.1907658e-05,1.7642975e-05,3.0398369e-05,1.8328428e-06,0.0,280.90826,4
1163,"Beijing, China",Asia,2024-03-01,40.0,116.5,282.7324,101436.92,270.80606,0.731843,0.38004684,-6.3495245e-06,1.1920929e-07,1.013279e-05,0.0,0.0,282.63873,2
1164,"New York City, NY",North America,2024-03-01,40.75,286.0,278.62106,101411.92,273.8959,-1.3365164,1.2526054,-4.787906e-05,7.9512596e-05,0.00019645691,0.0,7.43866e-05,278.4239,3
1165,"Chicago, IL",North America,2024-03-01,42.0,272.25,276.082,99192.92,272.1088,0.30020237,0.6490898,-2.3009023e-05,1.9073486e-06,0.00010597706,1.2561679e-05,0.0005865097,276.72076,2
1166,"Paris, France",Europe,2024-03-01,48.75,2.25,285.44724,99564.92,280.19864,2.5853586,1.0714531,-0.00019544526,1.66893e-05,0.00016605854,0.0,0.0,284.04108,3
1167,"Vancouver, Canada",North America,2024-03-01,49.25,237.0,277.03708,98575.92,275.28848,-0.580657,-1.3382149,-1.4142832e-05,0.00018334389,0.00018823147,5.981326e-05,0.0020723343,278.07428,2
1168,"London, United Kingdom",Europe,2024-03-01,51.5,0.0,283.80466,99860.92,279.5756,2.534089,0.7482109,-0.00016282662,4.851818e-05,0.00015711784,0.0,0.0,282.91412,3
1169,"Moscow, Russia",Europe,2024-03-01,55.75,37.5,277.50583,99957.92,269.63223,0.7601633,0.23991013,-5.35266e-05,5.0663948e-05,2.69413e-05,1.206994e-06,0.12047291,273.05865,2
1170,"Amundsen-Scott, Antarctica",Antarctica,2024-04-01,-90.0,0.0,221.70715,67629.195,217.82155,1.3218002,4.4046106,4.901085e-07,0.0,9.417534e-06,9.387732e-06,10.0,227.73792,1
1171,"McMurdo Station, Antarctica",Antarctica,2024-04-01,-77.75,166.75,252.11731,96390.195,246.64772,-0.02292633,-1.9586706,-1.6228994e-05,0.0,2.1576881e-05,2.1621585e-05,4.0214233,253.62463,0
1172,"Melbourne, Australia",Oceania,2024-04-01,-37.75,145.0,286.01184,101269.195,282.9485,1.1411362,0.8035364,-2.3590168e-05,2.3841858e-06,0.00016283989,0.0,0.0,286.65393,4
1173,"Buenos Aires, Argentina",South America,2024-04-01,-34.5,301.5,290.3048,101434.195,287.15552,0.16408539,-1.55828,-0.00012123748,1.0371208e-05,0.00030887127,0.0,0.0,291.91956,0
1174,"Cape Town, South Africa",Africa,2024-04-01,-34.0,18.5,291.62317,101241.195,285.72388,3.41848,-1.0958776,-4.349812e-05,0.0,8.940697e-06,0.0,0.0,290.96057,1
1175,"Sydney, Australia",Oceania,2024-04-01,-33.75,151.25,292.1427,101573.195,288.052,1.5254135,-0.30193233,-0.00014811917,1.4543533e-05,0.00017631054,0.0,0.0,293.5133,0
1176,"Perth, Australia",Oceania,2024-04-01,-32.0,115.75,294.81458,101889.195,283.677,2.4995346,-3.0885534,-8.443161e-05,4.7683716e-07,7.1525574e-07,0.0,0.0,296.8473,1
1177,"Sao Paulo, Brazil",South America,2024-04-01,-23.5,313.25,294.98645,92852.195,290.8235,-1.0981216,-0.75163937,-0.00015349849,1.4781952e-05,1.001358e-05,0.0,0.0,294.22815,4
1178,"Rio de Janeiro, Brazil",South America,2024-04-01,-23.0,316.75,298.83215,101367.195,294.62817,-0.8178482,-0.5133581,-0.0001342909,1.0728836e-06,0.00010204315,0.0,0.0,299.12854,3
